Pilot ID,Name,Contact Information,Airline/Organization,Job Title,Training Enrollment Date,Training Status,Verification Status,Verification Date,Simulator Type,Training Program,Session Start Date,Session End Date,Session Frequency,Session Records,Training Cost,Subsidy Amount,Final Cost to Pilot,Enrollment Method,Coordinator,Comments/Notes,Compliance Status,Audits,Last Update Date,Report Generation Date,Data Extraction Date,Statistical Metrics
f9ca4fbd,Christina Coleman,nortoneduardo@walker.com,"Anderson, Hanna and Ruiz",Dramatherapist,2020-07-14,Completed,Pending,2022-07-23,CAE Simfinity XR Series,Initial Pilot Training,2024-03-05,2024-02-11,Weekly,7,5010,3222,3424,In-person,Joshua Rivas,Visit big life already.,Compliant,Seven government particular hit.,2024-06-07,2024-01-23,2024-02-08,Avg Usage: 9 sessions/month
efac253f,Patty Cox,jlewis@gmail.com,Lewis Inc,Chemical engineer,2021-03-19,In Progress,Rejected,2021-02-13,CAE Prodigy Image Generator,Advanced Maneuvers Training,2024-03-21,2024-01-22,Monthly,4,2311,4693,1348,In-person,Scott Robinson,Station weight particular method bank leg determine.,Compliant,Possible pull he require between behavior.,2024-05-03,2024-04-27,2024-05-31,Avg Usage: 7 sessions/month
d855f205,Kimberly Stevens,erica12@gillespie.com,Mayo LLC,Theme park manager,2020-06-15,Enrolled,Rejected,2020-03-11,CAE 7000XR Full-Flight,Recurrency Training,2024-03-09,2024-04-24,Monthly,3,7599,951,4693,Online,Ann Brock,Thought mind save property sense high.,Compliant,Of consider mind network assume public store option.,2024-03-12,2024-05-03,2024-03-06,Avg Usage: 10 sessions/month
0e7b7da7,John Carter,dnichols@peters.org,Jones Ltd,Human resources officer,2023-08-18,In Progress,Verified,2024-05-19,CAE 7000XR Full-Flight,Initial Pilot Training,2024-04-02,2024-02-05,Weekly,4,2799,2237,1403,Online,Tamara Fry,Color cultural all will.,Compliant,Now as serious professor training long year building.,2024-01-04,2024-02-10,2024-02-04,Avg Usage: 1 sessions/month
e77b2428,Debbie Buchanan,michelle15@miller.info,"Lin, Armstrong and Colon",Estate agent,2024-01-14,Enrolled,Pending,2023-09-19,CAE Simfinity XR Series,Advanced Maneuvers Training,2024-06-24,2024-04-25,Bi-weekly,7,3360,1111,1695,In-person,Marcus Allen,Doctor someone current record another audience interview.,Compliant,Item certain yet laugh western truth increase.,2024-03-30,2024-01-05,2024-05-19,Avg Usage: 8 sessions/month
8db36c9e,Latasha Waller,phillipsjacob@marks.com,Miller-Edwards,Careers information officer,2023-04-15,In Progress,Verified,2021-02-16,CAE Prodigy Image Generator,Recurrency Training,2024-01-21,2024-01-28,Weekly,9,4974,2520,4532,In-person,Ralph Bishop,Girl or glass interesting Mr might.,Compliant,Cover difficult before expert deal.,2024-03-16,2024-07-28,2024-02-16,Avg Usage: 4 sessions/month
ebafc0b2,Maria Montgomery,rwright@odom.com,Martin-Howard,Records manager,2021-11-05,Completed,Rejected,2023-05-19,CAE 7000XR Full-Flight,Initial Pilot Training,2024-06-30,2024-03-13,Monthly,3,9109,998,3506,In-person,Scott Gonzalez,Green practice each moment organization risk.,Compliant,Administration kitchen less add middle oil.,2024-05-13,2024-07-17,2024-01-02,Avg Usage: 9 sessions/month
59a5bae8,Annette Walker,stephen35@price.com,"Gonzalez, Sandoval and Suarez",Banker,2024-01-17,In Progress,Pending,2024-02-18,CAE 7000XR Full-Flight,Initial Pilot Training,2024-03-12,2024-01-27,Bi-weekly,2,6450,4716,3869,Online,Catherine Crawford MD,Likely six pay.,Non-Compliant,Yes paper forward poor yes us.,2024-01-22,2024-02-27,2024-02-26,Avg Usage: 3 sessions/month
a310c3f3,Justin Miller,allenbrittany@blankenship.com,"Castillo, Crawford and Moore","Administrator, sports",2020-10-31,Completed,Pending,2022-05-31,CAE Simfinity XR Series,Initial Pilot Training,2024-03-13,2024-03-16,Weekly,9,8088,976,1762,In-person,Lynn Jennings,Summer expert decide.,Non-Compliant,President civil just factor get.,2024-03-10,2024-04-22,2024-05-24,Avg Usage: 7 sessions/month
459e7b49,Travis Johnson,georgeallen@yahoo.com,Baker Group,Psychiatric nurse,2022-07-10,In Progress,Pending,2024-08-01,CAE 7000XR Full-Flight,Advanced Maneuvers Training,2024-04-01,2024-02-08,Bi-weekly,5,9657,2828,4379,In-person,Ryan Scott,Time power place interest.,Non-Compliant,Air list woman piece.,2024-02-25,2024-04-17,2024-03-17,Avg Usage: 5 sessions/month
58302558,Brandon Fuentes,tyler05@hotmail.com,"Carroll, Mitchell and Garcia",Electronics engineer,2020-09-25,Completed,Rejected,2020-06-30,CAE Prodigy Image Generator,Recurrency Training,2024-06-27,2024-01-11,Weekly,5,7090,3557,1827,In-person,David Serrano,Your effect believe account friend run.,Compliant,Task more adult story.,2024-02-12,2024-05-11,2024-04-09,Avg Usage: 5 sessions/month
98f11728,Jesus Burke,michael38@adams.biz,Johnson and Sons,Recycling officer,2022-05-23,In Progress,Pending,2021-09-25,CAE Prodigy Image Generator,Recurrency Training,2024-07-19,2024-05-15,Monthly,4,8697,1580,2644,Online,Savannah Bates,Live employee voice.,Non-Compliant,Those foreign remain hard decision book rock.,2024-07-05,2024-07-21,2024-05-24,Avg Usage: 3 sessions/month
c5619995,Donna Simpson,ugardner@hotmail.com,"Bell, Davis and Ramirez",Economist,2020-10-01,Enrolled,Pending,2020-03-08,CAE Simfinity XR Series,Recurrency Training,2024-01-05,2024-04-20,Weekly,3,5087,2622,4348,Online,Jacob Bryant,Blue at field material after dark especially.,Non-Compliant,More bag cultural ahead edge.,2024-06-26,2024-03-19,2024-05-15,Avg Usage: 6 sessions/month
997a25d6,Cheryl Harris,chadparker@griffin.com,"Steele, Owen and Russo",Futures trader,2022-12-11,Enrolled,Rejected,2021-02-25,CAE 7000XR Full-Flight,Initial Pilot Training,2024-07-29,2024-03-04,Weekly,7,9187,2831,3134,Online,Michael Harrison,Defense collection keep production decide system writer.,Compliant,Defense do sometimes civil.,2024-06-17,2024-01-02,2024-04-15,Avg Usage: 4 sessions/month
16a5334f,Lisa Woodard,dawnmartinez@gmail.com,Whitehead Group,Hotel manager,2023-01-20,In Progress,Verified,2023-07-20,CAE 7000XR Full-Flight,Recurrency Training,2024-07-17,2024-06-07,Weekly,8,8950,4358,3504,Online,Vincent Sherman,I receive material employee radio particular.,Compliant,American will assume look.,2024-03-31,2024-03-17,2024-04-09,Avg Usage: 5 sessions/month
f7699ef9,Rebecca Nelson,ericksonalexis@martinez.net,Orr Inc,Sports administrator,2023-05-26,Enrolled,Pending,2023-05-30,CAE Simfinity XR Series,Initial Pilot Training,2024-06-30,2024-01-17,Monthly,1,2720,2348,3348,In-person,Scott Harris,Conference fine mean network paper environmental they.,Non-Compliant,Material run meeting threat law capital result.,2024-04-12,2024-07-28,2024-07-25,Avg Usage: 4 sessions/month
f1b3a61e,Robert Myers,martha74@yahoo.com,Lawson-Ewing,"Scientist, research (medical)",2021-04-07,Completed,Pending,2020-11-06,CAE Prodigy Image Generator,Advanced Maneuvers Training,2024-05-15,2024-07-06,Monthly,9,4585,2841,2270,Online,Russell Bryan,Pattern security clearly.,Non-Compliant,Board likely red about alone group.,2024-06-29,2024-07-26,2024-06-13,Avg Usage: 1 sessions/month
22884d04,Justin Holmes,hatfieldbryan@gmail.com,"Sanford, Montgomery and Hess",Agricultural engineer,2020-04-11,Enrolled,Verified,2022-07-08,CAE 7000XR Full-Flight,Initial Pilot Training,2024-03-24,2024-01-18,Weekly,5,3067,4496,4233,In-person,Courtney Johnson DDS,Management throughout baby left.,Non-Compliant,Water appear if budget building.,2024-07-10,2024-06-28,2024-06-08,Avg Usage: 1 sessions/month
eff0b982,Lisa Le,carl09@dougherty.com,"Wilson, Mckee and Wilson","Clinical scientist, histocompatibility and immunogenetics",2023-09-07,Completed,Verified,2021-06-29,CAE 7000XR Full-Flight,Recurrency Training,2024-03-06,2024-03-26,Monthly,2,2965,2920,1246,Online,Tina Goodman,Knowledge truth so garden however hundred next.,Compliant,Medical develop face body them response suggest.,2024-07-20,2024-05-27,2024-04-16,Avg Usage: 2 sessions/month
62f70171,Lisa Phillips,bmartinez@lambert.info,Thomas-Armstrong,Health and safety inspector,2020-04-15,Completed,Rejected,2022-08-14,CAE Simfinity XR Series,Advanced Maneuvers Training,2024-06-08,2024-06-04,Monthly,9,9358,1822,635,Online,Matthew White,Maintain central want catch.,Compliant,Activity ready popular.,2024-08-05,2024-03-22,2024-04-11,Avg Usage: 8 sessions/month
54f13378,Christine Cruz,evanrobbins@shepherd.com,Proctor PLC,Pension scheme manager,2024-06-12,Completed,Rejected,2021-07-22,CAE Simfinity XR Series,Recurrency Training,2024-01-27,2024-05-09,Weekly,4,3504,2664,867,Online,Terry Jordan,Be race impact whether.,Non-Compliant,Itself establish keep option Mrs camera.,2024-02-04,2024-07-21,2024-07-07,Avg Usage: 8 sessions/month
06b696f0,William Wilkinson,qnunez@taylor.info,"Dixon, Berry and Watson",Environmental health practitioner,2022-07-25,In Progress,Rejected,2023-01-12,CAE Simfinity XR Series,Initial Pilot Training,2024-05-10,2024-07-17,Bi-weekly,1,9873,2790,2943,In-person,Samantha Mendoza,Smile relationship add.,Non-Compliant,Mission suddenly later and hit step say.,2024-02-19,2024-03-28,2024-03-27,Avg Usage: 6 sessions/month
f785d5de,Cole Guerra,melissa21@gmail.com,"Cervantes, Hill and Ward",Automotive engineer,2020-09-05,Completed,Verified,2020-04-05,CAE 7000XR Full-Flight,Advanced Maneuvers Training,2024-01-03,2024-02-04,Bi-weekly,7,5403,4792,3354,In-person,Cindy Haynes,Join should sister treatment project.,Non-Compliant,Choose policy look teacher.,2024-03-26,2024-05-11,2024-04-22,Avg Usage: 5 sessions/month
a5b8cdd1,Stephanie Wagner,jason52@peterson.net,Pineda-Robinson,"Teacher, music",2021-09-04,Completed,Verified,2021-01-28,CAE Simfinity XR Series,Advanced Maneuvers Training,2024-06-01,2024-06-06,Weekly,7,8075,3807,3860,Online,Jonathan Peterson,Blood officer coach without soon hour.,Non-Compliant,Account address grow get card citizen cost.,2024-05-18,2024-01-14,2024-03-26,Avg Usage: 8 sessions/month
fe53f6d9,Catherine Hill,adamscody@gray-davis.info,"Robinson, Tanner and Gordon","Teacher, secondary school",2023-09-25,In Progress,Pending,2024-07-09,CAE 7000XR Full-Flight,Initial Pilot Training,2024-05-29,2024-03-08,Weekly,2,6603,2885,625,Online,Tiffany Jenkins,Ability live consider short tell.,Compliant,Important present until possible manage rather choose.,2024-04-29,2024-03-20,2024-03-06,Avg Usage: 3 sessions/month
40faa705,Olivia Lopez,twilson@taylor.info,Collins Group,"Restaurant manager, fast food",2022-11-22,In Progress,Verified,2024-02-16,CAE Prodigy Image Generator,Initial Pilot Training,2024-03-30,2024-07-22,Monthly,9,4035,4044,2010,In-person,Holly Romero,Board pattern treat class Mrs risk.,Non-Compliant,Without environment anything create spring box.,2024-03-28,2024-01-04,2024-03-03,Avg Usage: 8 sessions/month
c63f211e,Nichole Garrett,proctorjoshua@harris.com,Wilkins and Sons,Radio producer,2023-03-23,Enrolled,Pending,2023-07-12,CAE Simfinity XR Series,Recurrency Training,2024-01-25,2024-04-18,Bi-weekly,5,8983,2451,2985,Online,Jason Bell,Newspaper hand past ability.,Non-Compliant,Run certainly quickly almost return with one one.,2024-05-30,2024-06-29,2024-03-04,Avg Usage: 3 sessions/month
cc04c609,Jacob Richardson,lindarivera@mccoy.info,"Strickland, Vaughn and Odonnell",Magazine features editor,2020-12-05,In Progress,Pending,2022-03-23,CAE Simfinity XR Series,Initial Pilot Training,2024-01-13,2024-08-03,Bi-weekly,6,9772,831,694,Online,Jill Fox,Unit head wish until bed maybe from deal.,Non-Compliant,Institution minute toward I.,2024-05-02,2024-06-20,2024-03-25,Avg Usage: 1 sessions/month
aabb990c,Louis Davis,jarvislarry@peters.com,"Diaz, Campbell and Davis",Water engineer,2022-12-07,Completed,Pending,2022-08-07,CAE Simfinity XR Series,Initial Pilot Training,2024-04-13,2024-05-08,Weekly,2,8846,1436,3788,In-person,Joseph Bowman,Collection ground something medical boy open article well.,Non-Compliant,Chair state some tonight set myself shoulder.,2024-05-31,2024-06-17,2024-06-28,Avg Usage: 5 sessions/month
71d0b202,David Chase,michael70@bass.info,Stone-Barnes,Government social research officer,2020-08-13,In Progress,Pending,2020-10-05,CAE Simfinity XR Series,Initial Pilot Training,2024-01-12,2024-02-19,Monthly,1,3878,4615,4427,In-person,Thomas Welch,Meet young us role yet great.,Non-Compliant,Choice candidate toward inside democratic subject together.,2024-03-05,2024-01-20,2024-05-05,Avg Usage: 5 sessions/month
76b932b2,Jared Spencer III,ryan61@johnson-montoya.com,Marquez-Smith,Furniture designer,2021-07-23,Enrolled,Pending,2020-04-15,CAE Prodigy Image Generator,Recurrency Training,2024-04-09,2024-04-08,Monthly,5,4718,1198,3877,Online,Lawrence Guerra,We catch sit whatever read before.,Non-Compliant,Truth cause road enter discussion film put.,2024-04-28,2024-04-11,2024-02-24,Avg Usage: 3 sessions/month
184ab2ca,Jeremy Hampton,zkelly@norris.org,Hudson-Cherry,"Scientist, research (physical sciences)",2023-11-30,Completed,Pending,2020-03-17,CAE Simfinity XR Series,Recurrency Training,2024-01-20,2024-03-19,Monthly,3,5523,2160,816,Online,Traci Gross,Series leave maybe challenge team.,Non-Compliant,Around computer during training their upon field challenge.,2024-03-11,2024-07-02,2024-04-03,Avg Usage: 8 sessions/month
307dbdd3,Joseph Allen,claudia91@hotmail.com,Thompson-Brown,"Copywriter, advertising",2020-01-11,Enrolled,Pending,2020-12-25,CAE Prodigy Image Generator,Recurrency Training,2024-08-04,2024-06-18,Weekly,5,8454,1695,3195,In-person,Kyle Bates,Relationship phone nothing society movie clear sometimes.,Non-Compliant,Level task participant writer well.,2024-07-24,2024-06-03,2024-03-20,Avg Usage: 9 sessions/month
ce71ec01,Cynthia White,jacquelinebuckley@allison-thompson.biz,Walker Group,Police officer,2024-06-08,In Progress,Pending,2024-04-22,CAE Simfinity XR Series,Advanced Maneuvers Training,2024-04-26,2024-03-26,Bi-weekly,3,3195,2030,4175,In-person,Lisa Montgomery,Ever cover pattern dog bag nation heavy.,Compliant,Light become alone whatever.,2024-06-01,2024-01-23,2024-06-12,Avg Usage: 10 sessions/month
9141cadf,Kimberly Beck,hartmankatrina@hotmail.com,Todd Ltd,Geographical information systems officer,2021-03-30,In Progress,Verified,2020-07-30,CAE 7000XR Full-Flight,Recurrency Training,2024-04-27,2024-05-17,Monthly,8,4969,2846,4662,Online,Andre Hardy,Now worry character bed of animal federal.,Non-Compliant,He maintain film reduce property.,2024-06-17,2024-01-27,2024-02-28,Avg Usage: 2 sessions/month
f0191c8f,Christine Wagner,ryan56@booth.biz,Perry PLC,Museum education officer,2024-04-16,Completed,Pending,2021-01-01,CAE Simfinity XR Series,Initial Pilot Training,2024-07-03,2024-05-14,Bi-weekly,8,6963,2931,4618,Online,Mr. David Underwood,Would research PM few goal matter attention.,Non-Compliant,Local trip admit trip break.,2024-06-02,2024-05-18,2024-02-23,Avg Usage: 1 sessions/month
81acf5ea,Patricia Valdez,carlos03@hotmail.com,Shelton Group,Accommodation manager,2022-09-22,In Progress,Rejected,2024-06-21,CAE Simfinity XR Series,Initial Pilot Training,2024-06-08,2024-01-13,Bi-weekly,7,2040,2126,1538,In-person,Danielle Lawrence,Especially performance four fast.,Non-Compliant,Pick likely form important.,2024-02-07,2024-06-05,2024-04-27,Avg Usage: 1 sessions/month
68b3f773,Benjamin Browning,matthewsdawn@colon-brown.com,Lewis Inc,Museum/gallery conservator,2023-01-07,Enrolled,Pending,2024-04-30,CAE 7000XR Full-Flight,Initial Pilot Training,2024-04-25,2024-05-01,Bi-weekly,4,6304,1640,2514,In-person,Taylor Rivera,Around factor society attention fast alone may.,Non-Compliant,Alone central adult.,2024-05-14,2024-03-15,2024-03-16,Avg Usage: 1 sessions/month
f909c2c9,Heidi Jackson,virginiawilliams@gonzalez.com,Brown-Diaz,Editorial assistant,2023-04-02,Enrolled,Verified,2020-04-09,CAE 7000XR Full-Flight,Initial Pilot Training,2024-07-01,2024-06-30,Monthly,7,9217,3868,1341,In-person,David Murray,Step both whose weight method it.,Compliant,Do culture goal network late health lose.,2024-03-13,2024-02-25,2024-03-13,Avg Usage: 10 sessions/month
14cda6ea,Monica Morales,sethcaldwell@hotmail.com,"Garrison, Dorsey and Taylor",Financial trader,2022-01-14,Completed,Rejected,2021-03-05,CAE Simfinity XR Series,Recurrency Training,2024-05-26,2024-03-30,Weekly,2,5764,3993,3192,In-person,Larry Stewart,Learn cause nation simply cut wear wear.,Non-Compliant,Example alone fine economic shake need food agreement.,2024-06-17,2024-04-20,2024-06-21,Avg Usage: 6 sessions/month
c2994859,Kimberly Jones,hansonlisa@frye.biz,Armstrong Group,"Designer, exhibition/display",2022-09-04,Enrolled,Verified,2021-04-03,CAE Simfinity XR Series,Recurrency Training,2024-05-17,2024-02-20,Bi-weekly,9,5880,4772,1575,In-person,Diana Grimes,Travel item can executive option general sing.,Compliant,Paper cost big health.,2024-04-06,2024-06-14,2024-03-24,Avg Usage: 3 sessions/month
d58e83e2,Susan Hodge,nlutz@gibbs.com,Bowen Ltd,Geoscientist,2024-07-17,Enrolled,Pending,2020-09-06,CAE Prodigy Image Generator,Advanced Maneuvers Training,2024-01-06,2024-06-19,Bi-weekly,4,6856,3951,875,Online,Danielle Bryant,Street relationship alone receive.,Compliant,Figure figure skin or moment believe education.,2024-07-23,2024-02-09,2024-05-08,Avg Usage: 1 sessions/month
ddff82e3,Sarah Singleton,uwells@yahoo.com,Rodriguez-Miller,Equities trader,2021-07-08,Enrolled,Verified,2021-03-12,CAE 7000XR Full-Flight,Initial Pilot Training,2024-02-29,2024-05-02,Bi-weekly,4,9259,4132,2969,In-person,Kathleen Peterson,Treatment perhaps your entire board.,Non-Compliant,Hundred money past something price worry modern.,2024-01-23,2024-05-04,2024-03-05,Avg Usage: 7 sessions/month
c95a311e,Tyrone Landry,bobby89@hotmail.com,Long PLC,"Therapist, nutritional",2023-03-23,Enrolled,Pending,2024-05-28,CAE Simfinity XR Series,Initial Pilot Training,2024-01-09,2024-02-11,Weekly,1,8306,3311,3343,In-person,Tyler Strong,Focus test election bank beat who.,Non-Compliant,Ball peace officer idea loss simple.,2024-06-12,2024-01-05,2024-05-12,Avg Usage: 10 sessions/month
d4490809,Ethan Young,juliesmith@gmail.com,Richard-Howard,Sales executive,2022-10-10,Enrolled,Pending,2023-10-20,CAE 7000XR Full-Flight,Recurrency Training,2024-06-18,2024-03-10,Monthly,6,8957,3516,2506,In-person,Bonnie Allen,Amount sport condition conference particular their.,Compliant,Thousand continue pretty stop common.,2024-01-12,2024-07-18,2024-02-19,Avg Usage: 2 sessions/month
8eada868,Kelly Matthews,josephwillis@gomez.com,Carter Ltd,"Lecturer, further education",2022-02-27,Completed,Rejected,2020-05-01,CAE 7000XR Full-Flight,Initial Pilot Training,2024-03-26,2024-02-21,Weekly,5,7650,3415,776,Online,Sabrina Johnson,Official do they body environmental measure attack.,Non-Compliant,Loss most skill way firm.,2024-05-12,2024-04-11,2024-05-06,Avg Usage: 4 sessions/month
86962ba1,Andrew Clarke,brandonescobar@long.com,Mays-Brown,Airline pilot,2021-12-21,In Progress,Pending,2020-09-11,CAE Simfinity XR Series,Initial Pilot Training,2024-06-11,2024-01-25,Monthly,7,3762,910,4546,In-person,Curtis Green,Week finish return ready section ever.,Non-Compliant,Prepare compare arrive late last case represent.,2024-07-28,2024-07-01,2024-03-23,Avg Usage: 9 sessions/month
